period,type,entry,exit,pnl_pct,result,rr
2026-04-30,short,660.6084564208984,661.4634674072265,-0.12926050015725776,stop,3.0
2026-05-04,short,674.655473836263,674.8944732666016,-0.03541285931440985,stop,4.999999999999049
2026-05-04,long,673.4604766845703,674.655473836263,0.17744131883963288,target,5.000000000001427
2026-05-04,long,673.4604766845703,674.655473836263,0.17744131883963288,target,5.000000000001427
2026-05-04,long,673.4604766845703,674.655473836263,0.17744131883963288,target,5.000000000001427
2026-05-11,short,710.9366719563802,711.4586708577474,-0.07337023536979626,stop,6.666666666666812
2026-05-11,short,710.9366719563802,711.4586708577474,-0.07337023536979626,stop,6.666666666666812
2026-05-19,long,699.9699961344402,699.529995727539,-0.06285989532852643,stop,13.999999999995866
2026-05-19,long,699.9699961344402,706.1300018310546,0.8800385345990369,target,13.999999999995866
2026-05-19,short,706.1300018310546,701.530029296875,0.6557057206503458,time_exit,13.999999999995866
2026-05-21,long,708.2946482340494,707.9839813232422,-0.04386125344610914,stop,15.000000000005123
2026-05-21,long,708.2946482340494,712.9546518961588,0.6579188016919035,target,15.000000000005123
2026-05-21,short,712.9546518961588,713.6536524454752,-0.09794674866739905,stop,6.666666666666233
2026-05-27,short,730.5858154296875,727.3144775390624,0.44978313943289105,target,6.666666666666358
2026-05-27,short,730.5858154296875,727.3144775390624,0.44978313943289105,target,6.666666666666358
2026-05-27,long,727.3144775390624,725.9124755859375,-0.1927642026140819,stop,2.3333333333335498
2026-05-27,long,727.3144775390624,725.9124755859375,-0.1927642026140819,stop,2.3333333333335498
2026-05-27,long,727.3144775390624,729.489990234375,0.2991158243781378,time_exit,2.3333333333335498
